//-------------------------------------------------------------------------------------------------
// Test Operator !=
//-------------------------------------------------------------------------------------------------

// Strings are the same except for case flag
<TESTCASE>|!=|abc|false|abc|false|false
<TESTCASE>|!=|abc|false|abc|true|false
<TESTCASE>|!=|abc|true|abc|false|false
<TESTCASE>|!=|abc|true|abc|true|false

// Strings differ by case and case flag
<TESTCASE>|!=|ABC|false|abc|false|false
<TESTCASE>|!=|ABC|false|abc|true|false
<TESTCASE>|!=|ABC|true|abc|false|true
<TESTCASE>|!=|ABC|true|abc|true|true
<TESTCASE>|!=|abc|false|ABC|false|false
<TESTCASE>|!=|abc|false|ABC|true|false
<TESTCASE>|!=|abc|true|ABC|false|true
<TESTCASE>|!=|abc|true|ABC|true|true

// Strings are different
<TESTCASE>|!=|ABC|false|def|false|true
<TESTCASE>|!=|ABC|false|def|true|true
<TESTCASE>|!=|ABC|true|def|false|true
<TESTCASE>|!=|ABC|true|def|true|true

// Strings have different sizes
<TESTCASE>|!=|ABCDEF|false|def|false|true
<TESTCASE>|!=|ABCDEF|false|def|true|true
<TESTCASE>|!=|ABCDEF|true|def|false|true
<TESTCASE>|!=|ABCDEF|true|def|true|true
<TESTCASE>|!=|ABC|false|defghi|false|true
<TESTCASE>|!=|ABC|false|defghi|true|true
<TESTCASE>|!=|ABC|true|defghi|false|true
<TESTCASE>|!=|ABC|true|defghi|true|true

//-------------------------------------------------------------------------------------------------
// Test Operator ==
//-------------------------------------------------------------------------------------------------

// Strings are the same except for case flag
<TESTCASE>|==|abc|false|abc|false|true
<TESTCASE>|==|abc|false|abc|true|true
<TESTCASE>|==|abc|true|abc|false|true
<TESTCASE>|==|abc|true|abc|true|true

// Strings differ by case and case flag
<TESTCASE>|==|ABC|false|abc|false|true
<TESTCASE>|==|ABC|false|abc|true|true
<TESTCASE>|==|ABC|true|abc|false|false
<TESTCASE>|==|ABC|true|abc|true|false
<TESTCASE>|==|abc|false|ABC|false|true
<TESTCASE>|==|abc|false|ABC|true|true
<TESTCASE>|==|abc|true|ABC|false|false
<TESTCASE>|==|abc|true|ABC|true|false

// Strings are different
<TESTCASE>|==|ABC|false|def|false|false
<TESTCASE>|==|ABC|false|def|true|false
<TESTCASE>|==|ABC|true|def|false|false
<TESTCASE>|==|ABC|true|def|true|false

// Strings have different sizes
<TESTCASE>|==|ABCDEF|false|def|false|false
<TESTCASE>|==|ABCDEF|false|def|true|false
<TESTCASE>|==|ABCDEF|true|def|false|false
<TESTCASE>|==|ABCDEF|true|def|true|false
<TESTCASE>|==|ABC|false|defghi|false|false
<TESTCASE>|==|ABC|false|defghi|true|false
<TESTCASE>|==|ABC|true|defghi|false|false
<TESTCASE>|==|ABC|true|defghi|true|false

//-------------------------------------------------------------------------------------------------
// Test Operator < 
//-------------------------------------------------------------------------------------------------

// Strings are the same except for case flag
<TESTCASE>|<|abc|true|abc|true|false
<TESTCASE>|<|abc|true|abc|false|false
<TESTCASE>|<|abc|false|abc|true|false
<TESTCASE>|<|abc|false|abc|false|false

// Strings are the same except for case
<TESTCASE>|<|ABC|true|abc|true|true
<TESTCASE>|<|ABC|true|abc|false|true
<TESTCASE>|<|ABC|false|abc|true|false
<TESTCASE>|<|ABC|false|abc|false|false
<TESTCASE>|<|abc|true|ABC|true|false
<TESTCASE>|<|abc|true|ABC|false|false
<TESTCASE>|<|abc|false|ABC|true|false
<TESTCASE>|<|abc|false|ABC|false|false

// Strings are different
<TESTCASE>|<|abc|true|DEF|true|false
<TESTCASE>|<|abc|true|DEF|false|false
<TESTCASE>|<|abc|false|DEF|true|true
<TESTCASE>|<|abc|false|DEF|false|true
<TESTCASE>|<|DEF|true|abc|true|true
<TESTCASE>|<|DEF|true|abc|false|true
<TESTCASE>|<|DEF|false|abc|true|false
<TESTCASE>|<|DEF|false|abc|false|false

// Strings are different sizes
<TESTCASE>|<|abc|true|abcdef|true|true
<TESTCASE>|<|abc|true|abcdef|false|true
<TESTCASE>|<|abc|false|abcdef|true|true
<TESTCASE>|<|abc|false|abcdef|false|true
<TESTCASE>|<|abcdef|true|abc|true|false
<TESTCASE>|<|abcdef|true|abc|false|false
<TESTCASE>|<|abcdef|false|abc|true|false
<TESTCASE>|<|abcdef|false|abc|false|false

//-------------------------------------------------------------------------------------------------
// Test Operator <= 
//-------------------------------------------------------------------------------------------------

// Strings are the same except for case flag
<TESTCASE>|<=|abc|true|abc|true|true
<TESTCASE>|<=|abc|true|abc|false|true
<TESTCASE>|<=|abc|false|abc|true|true
<TESTCASE>|<=|abc|false|abc|false|true

// Strings are the same except for case
<TESTCASE>|<=|ABC|true|abc|true|true
<TESTCASE>|<=|ABC|true|abc|false|true
<TESTCASE>|<=|ABC|false|abc|true|true
<TESTCASE>|<=|ABC|false|abc|false|true
<TESTCASE>|<=|abc|true|ABC|true|false
<TESTCASE>|<=|abc|true|ABC|false|false
<TESTCASE>|<=|abc|false|ABC|true|true
<TESTCASE>|<=|abc|false|ABC|false|true

// Strings are different
<TESTCASE>|<=|abc|true|DEF|true|false
<TESTCASE>|<=|abc|true|DEF|false|false
<TESTCASE>|<=|abc|false|DEF|true|true
<TESTCASE>|<=|abc|false|DEF|false|true
<TESTCASE>|<=|DEF|true|abc|true|true
<TESTCASE>|<=|DEF|true|abc|false|true
<TESTCASE>|<=|DEF|false|abc|true|false
<TESTCASE>|<=|DEF|false|abc|false|false

// Strings are different sizes
<TESTCASE>|<=|abc|true|abcdef|true|true
<TESTCASE>|<=|abc|true|abcdef|false|true
<TESTCASE>|<=|abc|false|abcdef|true|true
<TESTCASE>|<=|abc|false|abcdef|false|true
<TESTCASE>|<=|abcdef|true|abc|true|false
<TESTCASE>|<=|abcdef|true|abc|false|false
<TESTCASE>|<=|abcdef|false|abc|true|false
<TESTCASE>|<=|abcdef|false|abc|false|false

//-------------------------------------------------------------------------------------------------
// Test Operator > 
//-------------------------------------------------------------------------------------------------

// Strings are the same except for case flag
<TESTCASE>|>|abc|true|abc|true|false
<TESTCASE>|>|abc|true|abc|false|false
<TESTCASE>|>|abc|false|abc|true|false
<TESTCASE>|>|abc|false|abc|false|false

// Strings are the same except for case
<TESTCASE>|>|ABC|true|abc|true|false
<TESTCASE>|>|ABC|true|abc|false|false
<TESTCASE>|>|ABC|false|abc|true|false
<TESTCASE>|>|ABC|false|abc|false|false
<TESTCASE>|>|abc|true|ABC|true|true
<TESTCASE>|>|abc|true|ABC|false|true
<TESTCASE>|>|abc|false|ABC|true|false
<TESTCASE>|>|abc|false|ABC|false|false

// Strings are different
<TESTCASE>|>|abc|true|DEF|true|true
<TESTCASE>|>|abc|true|DEF|false|true
<TESTCASE>|>|abc|false|DEF|true|false
<TESTCASE>|>|abc|false|DEF|false|false
<TESTCASE>|>|DEF|true|abc|true|false
<TESTCASE>|>|DEF|true|abc|false|false
<TESTCASE>|>|DEF|false|abc|true|true
<TESTCASE>|>|DEF|false|abc|false|true

// Strings are different sizes
<TESTCASE>|>|abc|true|abcdef|true|false
<TESTCASE>|>|abc|true|abcdef|false|false
<TESTCASE>|>|abc|false|abcdef|true|false
<TESTCASE>|>|abc|false|abcdef|false|false
<TESTCASE>|>|abcdef|true|abc|true|true
<TESTCASE>|>|abcdef|true|abc|false|true
<TESTCASE>|>|abcdef|false|abc|true|true
<TESTCASE>|>|abcdef|false|abc|false|true

//-------------------------------------------------------------------------------------------------
// Test Operator >= 
//-------------------------------------------------------------------------------------------------

// Strings are the same except for case flag
<TESTCASE>|>=|abc|true|abc|true|true
<TESTCASE>|>=|abc|true|abc|false|true
<TESTCASE>|>=|abc|false|abc|true|true
<TESTCASE>|>=|abc|false|abc|false|true

// Strings are the same except for case
<TESTCASE>|>=|ABC|true|abc|true|false
<TESTCASE>|>=|ABC|true|abc|false|false
<TESTCASE>|>=|ABC|false|abc|true|true
<TESTCASE>|>=|ABC|false|abc|false|true
<TESTCASE>|>=|abc|true|ABC|true|true
<TESTCASE>|>=|abc|true|ABC|false|true
<TESTCASE>|>=|abc|false|ABC|true|true
<TESTCASE>|>=|abc|false|ABC|false|true

// Strings are different
<TESTCASE>|>=|abc|true|DEF|true|true
<TESTCASE>|>=|abc|true|DEF|false|true
<TESTCASE>|>=|abc|false|DEF|true|false
<TESTCASE>|>=|abc|false|DEF|false|false
<TESTCASE>|>=|DEF|true|abc|true|false
<TESTCASE>|>=|DEF|true|abc|false|false
<TESTCASE>|>=|DEF|false|abc|true|true
<TESTCASE>|>=|DEF|false|abc|false|true

// Strings are different sizes
<TESTCASE>|>=|abc|true|abcdef|true|false
<TESTCASE>|>=|abc|true|abcdef|false|false
<TESTCASE>|>=|abc|false|abcdef|true|false
<TESTCASE>|>=|abc|false|abcdef|false|false
<TESTCASE>|>=|abcdef|true|abc|true|true
<TESTCASE>|>=|abcdef|true|abc|false|true
<TESTCASE>|>=|abcdef|false|abc|true|true
<TESTCASE>|>=|abcdef|false|abc|false|true

//-------------------------------------------------------------------------------------------------
// Test find_first_of 
//-------------------------------------------------------------------------------------------------

// BS - basic_string calls
<TESTCASE>|find_first_of|abcdefg.!|false|aeiou!|true|BS|0|4|8
<TESTCASE>|find_first_of|abcdEfg.!|false|aeiou!|true|BS|0|4|8
<TESTCASE>|find_first_of|abcdefg.!|true|aeiou!|true|BS|0|4|8
<TESTCASE>|find_first_of|abcdEfg.!|true|aeiou!|true|BS|0|8
<TESTCASE>|find_first_of|abcdefg.!|false|aeiou!|false|BS|0|4|8
<TESTCASE>|find_first_of|abcdEfg.!|false|aeiou!|false|BS|0|4|8
<TESTCASE>|find_first_of|abcdefg.!|true|aeiou!|false|BS|0|4|8
<TESTCASE>|find_first_of|abcdEfg.!|true|aeiou!|false|BS|0|8

<TESTCASE>|find_first_of|abcdefg.!|false|AEIOU!|true|BS|0|4|8
<TESTCASE>|find_first_of|abcdEfg.!|false|AEIOU!|true|BS|0|4|8
<TESTCASE>|find_first_of|abcdefg.!|true|AEIOU!|true|BS|8
<TESTCASE>|find_first_of|abcdEfg.!|true|AEIOU!|true|BS|4|8
<TESTCASE>|find_first_of|abcdefg.!|false|AEIOU!|false|BS|0|4|8
<TESTCASE>|find_first_of|abcdEfg.!|false|AEIOU!|false|BS|0|4|8
<TESTCASE>|find_first_of|abcdefg.!|true|AEIOU!|false|BS|8
<TESTCASE>|find_first_of|abcdEfg.!|true|AEIOU!|false|BS|4|8

// CP - Char * calls
<TESTCASE>|find_first_of|abcdefg.!|false|aeiou!|true|CP|0|4|8
<TESTCASE>|find_first_of|abcdEfg.!|false|aeiou!|true|CP|0|4|8
<TESTCASE>|find_first_of|abcdefg.!|true|aeiou!|true|CP|0|4|8
<TESTCASE>|find_first_of|abcdEfg.!|true|aeiou!|true|CP|0|8
<TESTCASE>|find_first_of|abcdefg.!|false|aeiou!|false|CP|0|4|8
<TESTCASE>|find_first_of|abcdEfg.!|false|aeiou!|false|CP|0|4|8
<TESTCASE>|find_first_of|abcdefg.!|true|aeiou!|false|CP|0|4|8
<TESTCASE>|find_first_of|abcdEfg.!|true|aeiou!|false|CP|0|8

<TESTCASE>|find_first_of|abcdefg.!|false|AEIOU!|true|CP|0|4|8
<TESTCASE>|find_first_of|abcdEfg.!|false|AEIOU!|true|CP|0|4|8
<TESTCASE>|find_first_of|abcdefg.!|true|AEIOU!|true|CP|8
<TESTCASE>|find_first_of|abcdEfg.!|true|AEIOU!|true|CP|4|8
<TESTCASE>|find_first_of|abcdefg.!|false|AEIOU!|false|CP|0|4|8
<TESTCASE>|find_first_of|abcdEfg.!|false|AEIOU!|false|CP|0|4|8
<TESTCASE>|find_first_of|abcdefg.!|true|AEIOU!|false|CP|8
<TESTCASE>|find_first_of|abcdEfg.!|true|AEIOU!|false|CP|4|8

// CPC - Char * calls with count
<TESTCASE>|find_first_of|abcdefg.!|false|aeiou!|true|CPC|1|0
<TESTCASE>|find_first_of|abcdefg.!|false|aeiou!|true|CPC|2|0|4
<TESTCASE>|find_first_of|abcdefg.!|false|aeiou!|true|CPC|3|0|4
<TESTCASE>|find_first_of|abcdefg.!|false|aeiou!|true|CPC|6|0|4|8
<TESTCASE>|find_first_of|abcdefg.!|false|aeiou!|true|CPC|-1|0|1|2|3|4|5|6|7|8
<TESTCASE>|find_first_of|abcdefg.!|false|aeiou!|true|CPC|0|-1

<TESTCASE>|find_first_of|abcdEfg.!|false|aeiou!|true|CPC|1|0
<TESTCASE>|find_first_of|abcdEfg.!|false|aeiou!|true|CPC|2|0|4
<TESTCASE>|find_first_of|abcdEfg.!|false|aeiou!|true|CPC|3|0|4
<TESTCASE>|find_first_of|abcdEfg.!|false|aeiou!|true|CPC|6|0|4|8
<TESTCASE>|find_first_of|abcdEfg.!|false|aeiou!|true|CPC|-1|0|1|2|3|4|5|6|7|8
<TESTCASE>|find_first_of|abcdEfg.!|false|aeiou!|true|CPC|0|-1

<TESTCASE>|find_first_of|abcdefg.!|true|aeiou!|true|CPC|1|0
<TESTCASE>|find_first_of|abcdefg.!|true|aeiou!|true|CPC|2|0|4
<TESTCASE>|find_first_of|abcdefg.!|true|aeiou!|true|CPC|3|0|4
<TESTCASE>|find_first_of|abcdefg.!|true|aeiou!|true|CPC|6|0|4|8
<TESTCASE>|find_first_of|abcdefg.!|true|aeiou!|true|CPC|-1|0|1|2|3|4|5|6|7|8
<TESTCASE>|find_first_of|abcdefg.!|true|aeiou!|true|CPC|0|-1

<TESTCASE>|find_first_of|abcdEfg.!|true|aeiou!|true|CPC|1|0
<TESTCASE>|find_first_of|abcdEfg.!|true|aeiou!|true|CPC|2|0
<TESTCASE>|find_first_of|abcdEfg.!|true|aeiou!|true|CPC|3|0
<TESTCASE>|find_first_of|abcdEfg.!|true|aeiou!|true|CPC|6|0|8
<TESTCASE>|find_first_of|abcdEfg.!|true|aeiou!|true|CPC|-1|0|1|2|3|4|5|6|7|8
<TESTCASE>|find_first_of|abcdEfg.!|true|aeiou!|true|CPC|0|-1

<TESTCASE>|find_first_of|abcdefg.!|false|aeiou!|false|CPC|1|0
<TESTCASE>|find_first_of|abcdefg.!|false|aeiou!|false|CPC|2|0|4
<TESTCASE>|find_first_of|abcdefg.!|false|aeiou!|false|CPC|3|0|4
<TESTCASE>|find_first_of|abcdefg.!|false|aeiou!|false|CPC|6|0|4|8
<TESTCASE>|find_first_of|abcdefg.!|false|aeiou!|false|CPC|-1|0|1|2|3|4|5|6|7|8
<TESTCASE>|find_first_of|abcdefg.!|false|aeiou!|false|CPC|0|-1

<TESTCASE>|find_first_of|abcdEfg.!|false|aeiou!|false|CPC|1|0
<TESTCASE>|find_first_of|abcdEfg.!|false|aeiou!|false|CPC|2|0|4
<TESTCASE>|find_first_of|abcdEfg.!|false|aeiou!|false|CPC|3|0|4
<TESTCASE>|find_first_of|abcdEfg.!|false|aeiou!|false|CPC|6|0|4|8
<TESTCASE>|find_first_of|abcdEfg.!|false|aeiou!|false|CPC|-1|0|1|2|3|4|5|6|7|8
<TESTCASE>|find_first_of|abcdEfg.!|false|aeiou!|false|CPC|0|-1

<TESTCASE>|find_first_of|abcdefg.!|true|aeiou!|false|CPC|1|0
<TESTCASE>|find_first_of|abcdefg.!|true|aeiou!|false|CPC|2|0|4
<TESTCASE>|find_first_of|abcdefg.!|true|aeiou!|false|CPC|3|0|4
<TESTCASE>|find_first_of|abcdefg.!|true|aeiou!|false|CPC|6|0|4|8
<TESTCASE>|find_first_of|abcdefg.!|true|aeiou!|false|CPC|-1|0|1|2|3|4|5|6|7|8
<TESTCASE>|find_first_of|abcdefg.!|true|aeiou!|false|CPC|0|-1

<TESTCASE>|find_first_of|abcdEfg.!|true|aeiou!|false|CPC|1|0
<TESTCASE>|find_first_of|abcdEfg.!|true|aeiou!|false|CPC|2|0
<TESTCASE>|find_first_of|abcdEfg.!|true|aeiou!|false|CPC|3|0
<TESTCASE>|find_first_of|abcdEfg.!|true|aeiou!|false|CPC|6|0|8
<TESTCASE>|find_first_of|abcdEfg.!|true|aeiou!|false|CPC|-1|0|1|2|3|4|5|6|7|8
<TESTCASE>|find_first_of|abcdEfg.!|true|aeiou!|false|CPC|0|-1

<TESTCASE>|find_first_of|abcdefg.!|false|AEIOU!|true|CPC|1|0
<TESTCASE>|find_first_of|abcdefg.!|false|AEIOU!|true|CPC|2|0|4
<TESTCASE>|find_first_of|abcdefg.!|false|AEIOU!|true|CPC|3|0|4
<TESTCASE>|find_first_of|abcdefg.!|false|AEIOU!|true|CPC|6|0|4|8
<TESTCASE>|find_first_of|abcdefg.!|false|AEIOU!|true|CPC|-1|0|1|2|3|4|5|6|7|8
